n_chains,eps_AB,delta_eps,shell_q,S_psi_mean,S_psi_sem
144,0.575,0.425,0.9893451078,7.619842227,1.223820035
144,0.575,0.425,1.029743036,7.066814407,0.7044258427
144,0.575,0.425,1.068614851,5.598133564,0.490614038
144,0.575,0.425,1.142397329,4.873618216,0.6567382197
144,0.575,0.425,1.177556213,3.846094099,0.199974974
144,0.575,0.425,1.211695347,3.299867695,0.2978873864
144,0.575,0.425,1.244898627,2.854809932,0.4232421529
144,0.575,0.425,1.277239042,2.914747318,0.2025767346
144,0.575,0.425,1.308780558,2.412311228,0.09558001903
144,0.575,0.425,1.339579608,2.345115131,0.1147081513
144,0.575,0.425,1.399145269,2.127877511,0.2497721563
144,0.575,0.425,1.427996661,2.097878757,0.1705812252
144,0.575,0.425,1.456276568,1.738838529,0.0409886691
144,0.575,0.425,1.484017662,1.600460166,0.1111020316
144,0.55,0.45,0.2855993321,25.29651273,6.746145831
144,0.55,0.45,0.4038984489,17.48318942,2.609733021
144,0.55,0.45,0.4946725539,24.35162985,3.861290246
144,0.55,0.45,0.5711986643,24.42585871,4.660993042
144,0.55,0.45,0.638619521,27.29483803,3.022085035
144,0.55,0.45,0.6995726346,23.35491737,2.796867136
144,0.55,0.45,0.8077968978,17.36242673,1.951954594
144,0.55,0.45,0.8567979964,13.38891092,0.9421896385
144,0.55,0.45,0.9031443878,12.72118851,1.595521499
144,0.55,0.45,0.9472258251,11.75271197,1.45894163
144,0.55,0.45,0.9893451078,5.242682405,0.8447000815
144,0.55,0.45,1.029743036,7.726505848,1.010220829
144,0.55,0.45,1.068614851,6.009854229,0.6825814061
144,0.55,0.45,1.142397329,4.573873722,0.9526831527
144,0.55,0.45,1.177556213,3.923504538,0.2566104534
144,0.55,0.45,1.211695347,3.779986616,0.3335777447
144,0.55,0.45,1.244898627,3.07661381,0.2579880949
144,0.55,0.45,1.277239042,3.005834464,0.1140535083
144,0.55,0.45,1.308780558,2.630829227,0.09071335224
144,0.55,0.45,1.339579608,2.407810254,0.1484176609
144,0.55,0.45,1.399145269,2.244316892,0.09910024032
144,0.55,0.45,1.427996661,1.889774636,0.1059482067
144,0.55,0.45,1.456276568,1.888586413,0.02088485606
144,0.55,0.45,1.484017662,1.610594086,0.0551353088
144,0.525,0.475,0.2855993321,16.89141951,5.203076149
144,0.525,0.475,0.4038984489,21.78349379,3.869863212
144,0.525,0.475,0.4946725539,37.50159339,4.402430026
144,0.525,0.475,0.5711986643,28.38643138,10.31769483
144,0.525,0.475,0.638619521,21.5583066,2.867399965
144,0.525,0.475,0.6995726346,22.60362921,1.313600931
144,0.525,0.475,0.8077968978,23.03413344,2.134182353
144,0.525,0.475,0.8567979964,14.57548981,2.367414875
144,0.525,0.475,0.9031443878,10.81345842,1.15195982
144,0.525,0.475,0.9472258251,12.11194039,1.756374684
144,0.525,0.475,0.9893451078,6.795863246,0.8768163275
144,0.525,0.475,1.029743036,7.053561492,1.521030925
144,0.525,0.475,1.068614851,6.837732364,0.22181166
144,0.525,0.475,1.142397329,4.37743444,0.8028329842
144,0.525,0.475,1.177556213,4.081369414,0.1581324991
144,0.525,0.475,1.211695347,3.449385162,0.193518775
144,0.525,0.475,1.244898627,3.619695711,0.3023956049
144,0.525,0.475,1.277239042,3.164193962,0.1356878494
144,0.525,0.475,1.308780558,2.682166156,0.1483493393
144,0.525,0.475,1.339579608,2.570336539,0.09954751541
144,0.525,0.475,1.399145269,2.091369499,0.09705560959
